date,category,amount,department,vendor
2024-11-04,Marketing,279.84,Engineering,Meta Ads
2024-11-04,Travel,266.96,Engineering,Delta
2024-11-04,Marketing,1214.59,Engineering,Meta Ads
2024-11-04,I.T.,254.80,Operations,Slack
2024-11-04,Office Supplies,22.42,HR, Office Depot  
2024-11-05,IT,288.19,Engineering,Salesforce
2024-11-05,Marketing,246.16,HR,Google Ads
2024-11-06,Office Supplies,51.02,Sales,Staples
2024-11-06,OFFICE SUPPLIES,173.49,Operations,Staples
2024-11-06,Marketing,789.33,Sales,HubSpot
2024-11-07,Equipment,241.07,Engineering,Best Buy
2024-11-07,EQUIP,317.30,Engineering,Dell
2024-11-07,IT,243.57,Sales,Notion
2024-11-07,Facilities,619.01,Finance,Pacific Gas & Electric
2024-11-08, IT  ,77.13,Engineering,Notion
2024-11-08,IT,60.77,HR,Salesforce
2024-11-08,Travel,216.41,Engineering,Uber
2024-11-08,MARKETING,1360.59,Finance,Google Ads
2024-11-09,travel,671.10,Engineering,Marriott
2024-11-11,Travel,316.06,Sales,United Airlines
2024-11-11,IT,309.03,Sales,Notion
2024-11-11,Marketing,936.18,Sales,Google Ads
2024-11-11,Facilities,433.00,Sales,Spectrum
2024-11-12,Marketing,565.22,Engineering,Google Ads
2024-11-12,Marketing,734.19,Engineering,LinkedIn Ads
2024-11-12,Equipment,133.10,Engineering,Dell
2024-11-13,Office Supplies,96.62,Engineering,Office Depot
2024-11-14,MKTG,735.49,Sales,Meta Ads
2024-11-14,it,448.99,Sales,Zoom
2024-11-14,Equipment,122.29,Sales,CDW
2024-11-14,Marketing,1314.20,Engineering,LinkedIn Ads
2024-11-14,Marketing,931.96,HR,Canva
2024-11-14,Equipment,380.01,Engineering,Best Buy
2024-11-15,Office Supplies,144.07,Engineering,Office Depot
2024-11-15,IT,655.23,Sales,Zoom
2024-11-15,Travel,140.08,Sales,Uber
2024-11-15,Marketing,218.24,HR,Meta Ads
2024-11-16,Equipment,429.97,Engineering,Apple
2024-11-17,IT,432.25,Engineering,Slack
2024-11-17,Facilities,707.65,Engineering,Comcast Business
2024-11-17,Travel,233.21,Engineering,Booking.com
2024-11-18,Facilities,762.45,Finance,Pacific Gas & Electric
2024-11-18,Office Supplies,126.41,HR,Amazon Business
2024-11-19,Office Supplies,28.04,Sales,Amazon Business
2024-11-19,Travel,432.07,Finance,Uber
2024-11-19,Professional Services,933.97,Finance,Anderson Tax LLP
2024-11-20,Marketing,579.20,Engineering,Mailchimp
2024-11-20,Office Supplies,88.38,Engineering,Staples
2024-11-20, facilities  ,638.27,Finance,Comcast Business
2024-11-20,Marketing,276.59,Operations,  Google Ads 
2024-11-20,Office Supplies,69.33,Sales,Amazon Business
2024-11-21,Marketing,694.68,Engineering,HubSpot
2024-11-21,Office Supplies,126.43,Finance,Staples
2024-11-21,Marketing,631.00,Engineering,LinkedIn Ads
2024-11-21,TRAVEL,385.08,Operations,Uber
2024-11-21,IT,684.05,Sales,Notion
2024-11-21,Professional Services,5667.31,Sales,Mercer Consulting
2024-11-21,  Equipment ,370.38,Finance,Apple
2024-11-22,Equipment,677.97,Engineering,Dell
2024-11-23,Travel,217.95,Engineering,Booking.com
2024-11-23,Equipment,239.94,Finance,  Dell 
2024-11-23,Travel,215.07,Operations,Uber
2024-11-23,Marketing,242.81,Engineering,Canva
2024-11-24,Travel,443.86,Finance,Lyft
2024-11-24,IT,239.85,Engineering,Datadog
2024-11-24,Travel,555.37,Sales,Uber
2024-11-24,Marketing,326.49,Sales,Google Ads
2024-11-24,Travel,434.46,HR,Uber
2024-11-24,IT,504.47,Engineering,Datadog
2024-11-25,I.T.,158.47,Sales,GitHub
2024-11-26,Travel,204.57,Sales,Marriott
2024-11-26,Marketing,1362.19,HR,Canva
2024-11-26,Travel,191.27,Operations,Uber
2024-11-28,Marketing,560.05,Sales,Canva
2024-11-28,Office Supplies,47.49,Sales,Amazon Business
2024-11-29,marketing,732.08,Sales,Meta Ads
2024-11-29,Equipment,999.95,Operations,Apple
2024-12-01,Facilities,28000.00,Operations,WeWork
2024-12-01,Travel,628.61,HR,Booking.com
2024-12-01,Office Supplies,65.04,Sales,Staples
2024-12-02,EQUIPMENT,582.76,Finance,CDW
2024-12-03,Office Supplies,175.57,Operations,Amazon Business
2024-12-03,Marketing,278.25,Sales,Meta Ads
2024-12-03,IT,412.42,Engineering,Notion
2024-12-03,Facilities,1407.31,Finance,Pacific Gas & Electric
2024-12-04,Equipment,707.48,Engineering,Best Buy
2024-12-04,IT,246.07,Operations,Atlassian
2024-12-04,Office Supplies,62.91,Sales,Office Depot
2024-12-05,Travel,497.24,HR,Marriott
2024-12-05,Professional Services,4764.45,Engineering,Mercer Consulting
2024-12-07,IT,420.74,Finance,Salesforce
2024-12-07,Facilities,677.74,Sales,Spectrum
2024-12-07,Marketing,747.50,Operations,Mailchimp
2024-12-08,  Marketing ,858.64,Operations,Google Ads
2024-12-09,Travel,187.57,Engineering,Marriott
2024-12-09,Equipment,732.82,Engineering,CDW
2024-12-09,Travel,326.70,Sales,Uber
2024-12-09,IT,366.73,HR,Atlassian
2024-12-10,Equipment,987.03,Engineering,Apple
2024-12-10,EQUIPMENT,536.02,Engineering,CDW
2024-12-10,Travel,257.47,Engineering,Delta
2024-12-10,Travel,521.22,Sales,Delta
2024-12-12,Travel,956.40,Engineering,United Airlines
2024-12-12,Marketing,733.67,Engineering,Meta Ads
2024-12-13,  IT ,112.24,Engineering,Zoom
2024-12-13,IT,225.04,Engineering,Slack
2024-12-13,Travel,216.20,Finance,Lyft
2024-12-14,Office Supplies,182.81,HR,Office Depot
2024-12-14,marketing,416.95,Engineering,HubSpot
2024-12-15,Office Supplies,55.05,HR,Amazon Business
2024-12-15,Facilities,874.27,Sales,Comcast Business
2024-12-16,IT,817.57,Finance,Notion
2024-12-16,IT,372.92,Operations,Salesforce
2024-12-16,travel,347.48,Sales,Marriott
2024-12-16,Travel,823.10,Sales,Booking.com
2024-12-17,Travel,400.64,Sales,United Airlines
2024-12-18,Travel,182.58,HR,United Airlines
2024-12-19,IT,476.39,Operations,Datadog
2024-12-19,Travel,438.08,Sales,United Airlines
2024-12-19,Facilities,1444.71,Finance,Comcast Business
2024-12-20,Marketing,338.82,HR,Meta Ads
2024-12-20,Travel,368.06,Operations,Lyft
2024-12-20,Marketing,328.48,Sales,HubSpot
2024-12-20,Travel,379.06,Engineering,Booking.com
2024-12-21,Travel,484.04,Engineering,Lyft
2024-12-21,Travel,362.59,Engineering,United Airlines
2024-12-21,EQUIPMENT,955.96,Operations,Dell
2024-12-21,Office Supplies,92.30,Engineering,Staples
2024-12-21,Marketing,557.37,HR,Google Ads
2024-12-22,IT,483.23,Sales,Slack
2024-12-22,Travel,228.74,HR,Booking.com
2024-12-22,IT,597.20,Operations,Salesforce
2024-12-23,Office Supplies,94.64,Sales,Staples
2024-12-23,IT,224.50,Sales,Zoom
2024-12-23,  Professional Services ,3759.86,Sales,Deloitte
2024-12-23,Equipment,325.28,Engineering,CDW
2024-12-24,IT,177.73,Engineering,AWS
2024-12-24,Travel,636.92,Engineering,Delta
2024-12-25,Equipment,479.48,Engineering,Best Buy
2024-12-25,IT,572.50,Sales, AWS  
2024-12-25,IT,1010.33,Engineering,Salesforce
2024-12-26,IT,169.41,Sales,AWS
2024-12-26,Travel,195.39,Engineering,Lyft
2024-12-27,Facilities,685.97,Finance,Spectrum
2024-12-27,Equipment,319.10,Engineering,Apple
2024-12-27,Marketing,140.88,Sales,Canva
2024-12-27,Office Supplies,41.97,Sales,Office Depot
2024-12-27,Facilities,1043.27,Sales,Spectrum
2024-12-29,Travel,975.77,Engineering,Lyft
2024-12-29,Marketing,694.80,Engineering,Meta Ads
2024-12-29,Travel,632.13,Sales,United Airlines
2024-12-30,Facilities,1778.32,Finance,  Spectrum 
2024-12-30,Information Technology,145.21,Operations,Slack
2025-01-01,IT,141.00,Engineering,GitHub
2025-01-01,Office Supplies,67.18,Sales,Staples
2025-01-01,IT,136.08,Engineering,Zoom
2025-01-01,IT,420.77,Sales,Datadog
2025-01-01,IT,58.06,Engineering,Zoom
2025-01-02,Facilities,1870.19,HR,Comcast Business
2025-01-02,IT,474.04,Engineering,AWS
2025-01-02,Travel,525.08,Operations,Delta
2025-01-02,Equipment,382.89,HR,Apple
2025-01-02,Office Supplies,45.48,Operations,Office Depot
2025-01-03,I.T.,448.19,Sales,GitHub
2025-01-03,IT,432.99,Engineering,GitHub
2025-01-05,Travel,676.46,Engineering,Booking.com
2025-01-05,Facilities,816.12,Sales, Spectrum  
2025-01-05,IT,331.32,Engineering,Salesforce
2025-01-05,Facilities,2042.26,Sales,WeWork
2025-01-06,MARKETING,355.88,Operations,Meta Ads
2025-01-06,Office Supplies,222.54,Operations,Amazon Business
2025-01-06,IT,401.14,Operations,GitHub
2025-01-06,Equipment,1053.23,Operations,Best Buy
2025-01-06,Equipment,266.18,Finance, Apple  
2025-01-07,IT,342.29,Operations,Slack
2025-01-08,IT,317.72,Sales,  Zoom 
2025-01-08,Travel,241.65,Engineering,Booking.com
2025-01-10,Office Supplies,44.47,Engineering,Office Depot
2025-01-10,Travel,107.44,Engineering, United Airlines  
2025-01-10,Equipment,306.47,Finance,Dell
2025-01-11,Travel,556.46,Engineering,Marriott
2025-01-11,Travel,633.69,HR,Marriott
2025-01-11,Equipment,247.23,Engineering,Dell
2025-01-12,Equipment,1234.92,Engineering,Apple
2025-01-12,Equipment,441.85,Sales,Best Buy
2025-01-12,Professional Services,1520.16,Finance,Anderson Tax LLP
2025-01-12,Equipment,282.26,HR,Best Buy
2025-01-13,Office Supplies,40.09,Engineering,  Staples 
2025-01-13,IT,163.38,Engineering,AWS
2025-01-13,IT,989.77,Engineering,GitHub
2025-01-13,IT,270.80,Engineering,Atlassian
2025-01-13,Marketing,331.97,HR,LinkedIn Ads
2025-01-14,IT,252.22,HR,Atlassian
2025-01-14,IT,222.43,Finance,GitHub
2025-01-14,Facilities,1715.24,Operations,WeWork
2025-01-14,Professional Services,1832.93,Engineering,Reed & Co Legal
2025-01-15,Office Supplies,112.64,HR,Staples
2025-01-15,Equipment,815.86,Finance,Apple
2025-01-15,Facilities,1331.58,Operations,Pacific Gas & Electric
2025-01-16,Office Supplies,162.52,Sales,Amazon Business
2025-01-16,Marketing,1208.17,Engineering,HubSpot
2025-01-16,Marketing,654.69,HR,Mailchimp
2025-01-17,  Equipment ,1112.12,Sales,Dell
2025-01-17,Marketing,754.16,Engineering,HubSpot
2025-01-17,IT,585.59,Finance,Microsoft 365
2025-01-18,Facilities,854.91,Sales,Comcast Business
2025-01-18,Facilities,1195.76,Sales,Comcast Business
2025-01-18,Marketing,609.09,Sales,Google Ads
2025-01-18,Travel,419.82,Sales,Lyft
2025-01-19,Office Supplies,56.32,Finance,Amazon Business
2025-01-19,Equipment,686.02,Engineering,Best Buy
2025-01-19,Marketing,447.38,Operations,Google Ads
2025-01-20,Office Supplies,116.23,Engineering,Staples
2025-01-20,Equipment,614.75,Sales,CDW
2025-01-20,Travel,291.16,Sales,Marriott
2025-01-22,Information Technology,876.08,Operations,Zoom
2025-01-22,TRAVEL,622.41,Operations,United Airlines
2025-01-22,Marketing,310.43,Sales,HubSpot
2025-01-23,Travel,339.05,HR,Delta
2025-01-24,Equipment,256.07,HR,Apple
2025-01-24,Travel,761.29,Sales,Delta
2025-01-24,Office Supplies,166.65,Operations,Staples
2025-01-25,Marketing,1272.58,Operations,LinkedIn Ads
2025-01-26,Marketing,643.60,Engineering,HubSpot
2025-01-26,Equipment,231.35,Engineering,Best Buy
2025-01-26,Equipment,1294.73,Sales,Dell
2025-01-29,Facilities,2233.86,Operations, Spectrum  
2025-01-29,Equipment,415.63,Sales,Dell
2025-01-29,IT,957.40,Finance,Salesforce
2025-01-29,  EQUIPMENT ,401.81,Engineering,CDW
2025-01-30,Travel,309.91,Operations,Uber
2025-01-31,Equipment,262.96,Engineering,Dell
2025-01-31,Facilities,949.28,Finance,Spectrum
2025-02-01,Equipment,412.55,Operations,Apple
2025-02-01,Marketing,163.26,Operations,Meta Ads
2025-02-01,Travel,415.13,Sales,Lyft
2025-02-02,Marketing,251.75,HR,Google Ads
2025-02-03,Equipment,1020.31,Finance,Best Buy
2025-02-03,Marketing,727.86,Sales,Mailchimp
2025-02-03,Equipment,500.73,Sales,Dell
2025-02-04,Office Supplies,97.29,Engineering,Amazon Business
2025-02-04,Marketing,346.72,Finance,HubSpot
2025-02-04,Marketing,173.34,Operations,Google Ads
2025-02-04,Marketing,617.11,Engineering,Google Ads
2025-02-05,Office Supplies,150.16,Sales,Staples
2025-02-05,Office Supplies,92.02,Sales,Amazon Business
2025-02-05,Marketing,420.35,Sales,Mailchimp
2025-02-06,IT,140.16,Engineering,Microsoft 365
2025-02-07,Office Supplies,210.16,Finance,Office Depot
2025-02-07,IT,521.53,Sales,AWS
2025-02-08,  Office Supplies ,215.55,Engineering,Staples
2025-02-08,Marketing,903.27,Operations, Mailchimp  
2025-02-08,Marketing,504.48,Engineering, Mailchimp  
2025-02-08,Equipment,1474.96,Sales,Dell
2025-02-09,Facilities,1172.65,Sales,Spectrum
2025-02-09,Equipment,547.33,Operations,Dell
2025-02-10,IT,214.80,Engineering,Atlassian
2025-02-10,IT,940.55,Sales,Datadog
2025-02-10,Travel,829.26,Sales,Marriott
2025-02-10,Equipment,1058.12,Engineering,Apple
2025-02-11,Marketing,312.18,Sales,LinkedIn Ads
2025-02-11,Equipment,341.58,Engineering,CDW
2025-02-11,Facilities,897.31,Engineering,Spectrum
2025-02-11,Facilities,676.54,Sales,Pacific Gas & Electric
2025-02-12,IT,581.45,Operations,Notion
2025-02-13,travel,379.33,Sales,Uber
2025-02-13,Marketing,1082.58,Operations,Google Ads
2025-02-13,MKTG,667.78,Engineering,Meta Ads
2025-02-13,marketing,637.32,Engineering,Meta Ads
2025-02-14,Office Supplies,106.94,Operations,Amazon Business
2025-02-14,Marketing,137.89,Sales,Google Ads
2025-02-14,Equipment,309.05,Sales,Dell
2025-02-15,IT,1130.41,Sales,Slack
2025-02-15,Office Supplies,64.32,Engineering,Office Depot
2025-02-16,Travel,146.54,Sales,Booking.com
2025-02-16,IT,548.85,Operations,AWS
2025-02-16,IT,764.20,Sales,Microsoft 365
2025-02-18,Facilities,917.32,Operations,Pacific Gas & Electric
2025-02-18,Equipment,526.87,Engineering,Apple
2025-02-19,Facilities,635.75,HR,Pacific Gas & Electric
2025-02-19,Equipment,1406.70,Engineering,Best Buy
2025-02-19,IT,605.03,Engineering,GitHub
2025-02-20,Office Supplies,94.54,Sales,Office Depot
2025-02-21,IT,552.35,Engineering,Notion
2025-02-21,MKTG,200.68,Sales,Meta Ads
2025-02-22,Professional Services,996.95,Engineering,Deloitte
2025-02-22,OFFICE SUPPLIES,175.92,Operations,Staples
2025-02-22,IT,373.99,Engineering,Atlassian
2025-02-22,IT,377.69,Sales,Atlassian
2025-02-22,IT,102.06,Engineering, Microsoft 365  
2025-02-23,Marketing,1023.03,Sales,Meta Ads
2025-02-23,Professional Services,,Operations,Mercer Consulting
2025-02-24,Facilities,839.16,Finance,Comcast Business
2025-02-24,Equipment,636.56,Finance,Best Buy
2025-02-24,Facilities,2430.56,Operations,Spectrum
2025-02-25,IT,257.39,Sales,AWS
2025-02-25,Information Technology,189.15,Operations,Slack
2025-02-25,Office Supplies,114.19,Operations,Amazon Business
2025-02-25,Office Supplies,96.52,Sales,  Amazon Business 
2025-02-25,Marketing,364.90,Operations,LinkedIn Ads
2025-02-26,IT,716.41,Operations,Atlassian
2025-02-27,IT,712.41,Sales,GitHub
2025-02-27,IT,223.00,Engineering,Salesforce
2025-02-27,IT,721.47,Sales,Slack
2025-02-28,Facilities,1098.32,Finance,Pacific Gas & Electric
2025-02-28,Equipment,554.14,Sales,Best Buy
2025-02-28,Office Supplies,225.36,Operations,  Amazon Business 
2025-03-01,Equipment,1128.82,Operations, Apple  
2025-03-01,travel,298.85,Sales,Lyft
2025-03-01,Facilities,550.58,Engineering,WeWork
2025-03-01,Office Supplies,165.81,Sales,Amazon Business
2025-03-02,Marketing,1016.17,Sales,Mailchimp
2025-03-02,Marketing,516.43,Operations,Google Ads
2025-03-02,IT,352.45,Sales,Notion
2025-03-02,Office Supplies,144.48,Engineering,Staples
2025-03-03,IT,485.14,Sales,GitHub
2025-03-03,Equipment,432.97,Finance,Dell
2025-03-03,Office Supplies,252.66,Sales,Office Depot
2025-03-04,Facilities,1117.75,Finance,Spectrum
2025-03-04,IT,863.36,Sales,Slack
2025-03-05,Office Supplies,51.67,Operations,Office Depot
2025-03-06,Travel,912.68,Finance,Lyft
2025-03-06,IT,170.04,Operations,Notion
2025-03-06, Marketing  ,559.14,Sales,Google Ads
2025-03-06,Facilities,1940.08,Engineering,Spectrum
2025-03-07,IT,189.10,Operations,AWS
2025-03-07,Marketing,288.58,Finance,Google Ads
2025-03-07,MARKETING,295.02,Operations,Meta Ads
2025-03-07,Office Supplies,171.52,Sales,Office Depot
2025-03-07,IT,738.23,Finance,Atlassian
2025-03-07,Facilities,1667.16,HR,Pacific Gas & Electric
2025-03-08,Marketing,315.12,Sales,LinkedIn Ads
2025-03-08,IT,1015.75,Engineering,Slack
2025-03-09,Office Supplies,85.17,Sales,Amazon Business
2025-03-09,Marketing,464.95,Operations,Google Ads
2025-03-09,Facilities,1000.56,Sales,Spectrum
2025-03-09,Facilities,1198.62,Engineering,Comcast Business
2025-03-09,Office Supplies,48.16,Sales,Amazon Business
2025-03-09,Facilities,1308.14,Engineering,WeWork
2025-03-10,IT,926.21,Sales,Microsoft 365
2025-03-10,Travel,144.21,HR,Marriott
2025-03-10,Marketing,1097.86,HR,Canva
2025-03-11, Equipment  ,959.41,Sales,Apple
2025-03-11,Marketing,451.52,HR,Meta Ads
2025-03-12,IT,372.42,Finance,Salesforce
2025-03-12,Office Supplies,145.91,Engineering,Staples
2025-03-13, MARKETING  ,879.34,Operations,Google Ads
2025-03-13,Marketing,386.95,Engineering, HubSpot  
2025-03-13,IT,143.30,Operations,Slack
2025-03-13,IT,501.69,Finance,  Slack 
2025-03-13,IT,508.81,Engineering,Salesforce
2025-03-14,Office Supplies,61.77,HR,Staples
2025-03-15,Marketing,356.89,Operations,LinkedIn Ads
2025-03-15,Travel,135.80,Sales,Uber
2025-03-15,Marketing,572.17,Operations,Google Ads
2025-03-15,Marketing,677.80,Engineering,Meta Ads
2025-03-15,Marketing,620.84,Sales,Mailchimp
2025-03-15,Office Supplies,100.03,Engineering,Office Depot
2025-03-15,IT,993.76,Sales,Datadog
2025-03-16,Facilities,1905.18,Engineering,WeWork
2025-03-18,Facilities,1056.47,HR,WeWork
2025-03-18,Marketing,499.35,Sales,Canva
2025-03-18,Travel,361.75,Finance,Lyft
2025-03-19,Prof Svcs,2850.68,Engineering,Mercer Consulting
2025-03-20,Travel,395.87,Finance,Uber
2025-03-20,Travel,930.15,Sales,Delta
2025-03-20,Office Supplies,192.22,Sales,Office Depot
2025-03-20, IT  ,478.35,Engineering,Salesforce
2025-03-22,Office Supplies,54.63,Sales, Amazon Business  
2025-03-22,IT,192.84,Sales,Notion
2025-03-22,TRAVEL,306.93,Sales,Lyft
2025-03-23,IT,280.36,Sales,Salesforce
2025-03-23,IT,216.33,Engineering, Datadog  
2025-03-23,IT,516.32,Sales,Zoom
2025-03-24,Travel,426.58,Engineering,Uber
2025-03-24,Facilities,1667.29,Engineering,Spectrum
2025-03-25,Facilities,1175.59,Finance,Comcast Business
2025-03-27,Equipment,1049.15,HR,CDW
2025-03-27, Travel  ,237.21,HR,Uber
2025-03-28,IT,195.76,Sales, Salesforce  
2025-03-28,Marketing,201.24,Sales,Meta Ads
2025-03-28,FACILITIES,1041.58,Engineering,Spectrum
2025-03-29,Office Supplies,83.53,Sales,Amazon Business
2025-03-30,Facilities,940.32,Sales,Pacific Gas & Electric
2025-03-30,Marketing,326.41,Operations,HubSpot
2025-03-30,IT,471.42,Operations,Slack
2025-03-31,Travel,235.13,Engineering,Lyft
2025-04-01,Office Supplies,61.85,Operations,Staples
2025-04-01,IT,895.89,Operations,Notion
2025-04-01,Marketing,864.24,Sales,Mailchimp
2025-04-01,Travel,284.45,Sales,Booking.com
2025-04-02,Professional Services,4447.83,Sales,Anderson Tax LLP
2025-04-02,IT,132.25,Sales,AWS
2025-04-02,Equipment,366.01,Engineering,Best Buy
2025-04-02,IT,197.21,Finance,Datadog
2025-04-02,it,695.53,Engineering, GitHub  
2025-04-03,Equipment,394.79,HR,Best Buy
2025-04-03,Marketing,610.32,Engineering,Google Ads
2025-04-03,  Office Supplies ,119.04,HR,Staples
2025-04-03,Office Supplies,112.00,Engineering,Amazon Business
2025-04-03,Professional Services,4745.68,Operations,Reed & Co Legal
2025-04-03,Equipment,724.23,Engineering,CDW
2025-04-04,Marketing,314.26,Engineering,LinkedIn Ads
2025-04-05,OFFICE SUPPLIES,117.33,Operations,Office Depot
2025-04-06,Office Supplies,72.09,Engineering,Staples
2025-04-07,Travel,780.23,Sales,Delta
2025-04-07,facilities,756.27,Sales,WeWork
2025-04-07,IT,367.25,Engineering,Zoom
2025-04-07,Marketing,997.21,Operations,Meta Ads
2025-04-08,Facilities,554.43,Engineering,Spectrum
2025-04-08,Office Supplies,96.46,HR,Amazon Business
2025-04-08,IT,207.84,Sales,Datadog
2025-04-08,MARKETING,1031.78,Sales, LinkedIn Ads  
2025-04-09,Facilities,576.54,HR,Comcast Business
2025-04-09,IT,395.59,Sales,Datadog
2025-04-09,Equipment,439.20,Sales,CDW
2025-04-10,Professional Services,1975.38,Operations,Deloitte
2025-04-11,TRAVEL,272.17,Engineering,Uber
2025-04-11,IT,993.68,Sales,Datadog
2025-04-12,Travel,296.26,Engineering,Delta
2025-04-13,Marketing,567.46,Engineering,LinkedIn Ads
2025-04-13,Facilities,541.28,Engineering,WeWork
2025-04-13,IT,822.84,Finance,Notion
2025-04-13,Marketing,256.95,Sales,LinkedIn Ads
2025-04-13,Marketing,731.42,HR,LinkedIn Ads
2025-04-14, IT  ,238.28,Sales, AWS  
2025-04-14,travel,162.63,Sales,Booking.com
2025-04-15,Office Supplies,181.93,HR,Staples
2025-04-15,Professional Services,2238.79,HR,Reed & Co Legal
2025-04-15,Office Supplies,38.59,Sales,Office Depot
2025-04-15,Travel,175.87,HR,Lyft
2025-04-15,IT,436.85,Finance,Datadog
2025-04-15,Marketing,361.17,Engineering,LinkedIn Ads
2025-04-16,Marketing,177.29,Operations,Canva
2025-04-17,IT,528.95,Operations,Salesforce
2025-04-18,Marketing,264.40,Finance,LinkedIn Ads
2025-04-18,IT,285.63,Sales,Notion
2025-04-18,I.T.,204.59,Engineering,GitHub
2025-04-18,IT,1021.54,Finance,GitHub
2025-04-19,Travel,329.40,Sales,Uber
2025-04-20,  Office Supplies ,196.43,Engineering,Office Depot
2025-04-21,TRAVEL,951.85,Sales,Lyft
2025-04-21,Marketing,857.71,Engineering,Meta Ads
2025-04-22,Marketing,1136.35,Sales,Mailchimp
2025-04-22,Marketing,511.16,Sales, Meta Ads  
2025-04-22,office supplies,177.33,HR,Staples
2025-04-23,Marketing,550.94,Operations,Mailchimp
2025-04-23,Office Supplies,104.09,Engineering,Staples
2025-04-23,it,720.91,Sales,Salesforce
2025-04-23,IT,644.14,Engineering,GitHub
2025-04-24,IT,348.09,Engineering,Datadog
2025-04-24,IT,530.03,Engineering,Salesforce
2025-04-24,Travel,499.94,Engineering,Delta
2025-04-25,Facilities,984.91,Operations,WeWork
2025-04-26,IT,535.46,Operations,Atlassian
2025-04-26,IT,586.32,Engineering,Notion
2025-04-26,Office Supplies,149.44,Engineering,Staples
2025-04-27,IT,326.73,Engineering,Zoom
2025-04-27,Marketing,581.42,Engineering,HubSpot
2025-04-28,Office Supplies,150.39,Finance,Amazon Business
2025-04-29,IT,418.49,Engineering, AWS  
2025-04-29,Equipment,448.12,Operations,Dell
2025-04-29,Marketing,636.16,Finance,Canva
2025-04-29,  IT ,306.23,Finance,Zoom
2025-04-29,Marketing,110.52,Engineering,Mailchimp
2025-04-30,IT,396.09,Sales,Salesforce
2025-05-02,IT,255.57,Operations,Datadog
2025-05-02,Marketing,838.04,Operations, Google Ads  
2025-05-02, IT  ,894.01,HR,Salesforce
2025-05-02,Marketing,857.48,Operations,HubSpot
2025-05-04,Marketing,570.10,Engineering,Meta Ads
2025-05-04,Equipment,313.39,Engineering,Dell
2025-05-04,Office Supplies,93.06,Operations,Staples
2025-05-04,Travel,472.25,HR,Marriott
2025-05-05,I.T.,789.46,Finance,Notion
2025-05-07,Professional Services,2523.89,Finance,Deloitte
2025-05-07,Marketing,413.62,Engineering,Canva
2025-05-07,IT,716.06,HR,GitHub
2025-05-07,Professional Services,4850.80,Engineering,Mercer Consulting
2025-05-09,Travel,541.20,Finance,Delta
2025-05-09,Marketing,1056.15,Sales,LinkedIn Ads
2025-05-09,IT,631.31,Engineering,Atlassian
2025-05-09,IT,882.34,Sales,Datadog
2025-05-09,Office Supplies,69.81,Sales,Staples
2025-05-10,IT,333.79,Sales, Slack  
2025-05-10,Professional Services,1926.22,Sales,Deloitte
2025-05-10,Travel,504.83,Operations,Lyft
2025-05-10,Travel,620.69,Engineering,Marriott
2025-05-11,Marketing,306.16,Operations,Canva
2025-05-11,IT,246.70,HR,Microsoft 365
2025-05-11,Equipment,502.70,HR,Best Buy
2025-05-11,IT,321.85,Sales,GitHub
2025-05-12,IT,420.98,Sales,GitHub
2025-05-12,IT,357.30,Sales,Notion
2025-05-12,equipment,901.11,Sales,Apple
2025-05-12,Marketing,609.87,Operations,Canva
2025-05-12,Marketing,659.50,Engineering,HubSpot
2025-05-12,Facilities,1652.44,Operations,WeWork
2025-05-12, I.T.  ,267.99,Finance,Microsoft 365
2025-05-13,IT,194.47,Engineering,Atlassian
2025-05-13,IT,491.32,Engineering,  Atlassian 
2025-05-13,IT,529.07,Operations,GitHub
2025-05-13,I.T.,268.25,Sales,Notion
2025-05-14,Marketing,198.04,Sales,LinkedIn Ads
2025-05-14,Office Supplies,130.17,Operations,Office Depot
2025-05-14,Professional Services,3429.67,Finance,Mercer Consulting
2025-05-14,Travel,135.42,Sales,Uber
2025-05-14,Marketing,398.62,Finance,LinkedIn Ads
2025-05-14,IT,150.64,Sales,Microsoft 365
2025-05-14,Facilities,2033.12,Operations,Spectrum
2025-05-14,Marketing,1196.11,Sales,LinkedIn Ads
2025-05-16,Travel,322.59,Sales,Delta
2025-05-16,IT,243.35,Finance,GitHub
2025-05-16,IT,237.78,Engineering,Atlassian
2025-05-16,IT,939.30,Operations,Microsoft 365
2025-05-16,IT,367.47,Engineering,GitHub
2025-05-17,IT,205.42,Sales,Zoom
2025-05-17, Equipment  ,871.15,Engineering,CDW
2025-05-17,Marketing,216.33,Operations,Meta Ads
2025-05-17,Marketing,431.64,Engineering,Canva
2025-05-18,Professional Services,7321.89,Sales,Reed & Co Legal
2025-05-18,Travel,748.08,HR,Lyft
2025-05-19,Travel,315.34,Finance,Uber
2025-05-19,Marketing,362.95,Engineering,Canva
2025-05-20,Travel,662.54,Operations,Lyft
2025-05-20,Travel,170.46,Operations,United Airlines
2025-05-20,Office Supplies,182.97,Engineering,Staples
2025-05-20,Marketing,,Engineering,HubSpot
2025-05-21,Travel,402.24,Sales,Marriott
2025-05-21,  IT ,793.20,Sales,Datadog
2025-05-21,Equipment,709.21,Operations,Apple
2025-05-22,Office supplies,175.61,Engineering,Staples
2025-05-22,IT,428.79,Sales,Datadog
2025-05-23,facilities,1487.33,Engineering,Spectrum
2025-05-23,Professional Services,6902.45,Sales,Anderson Tax LLP
2025-05-23,Equipment,605.34,HR,Dell
2025-05-23,IT,457.82,Operations,Microsoft 365
2025-05-23,Office Supplies,75.95,Sales,Office Depot
